# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 39K of event 'branch-instructions'
# Event count (approx.): 6374093509
#
# Overhead  Command  Shared Object                 Symbol                                                                                                                                                                                                                                                                                                             
# ........  .......  ............................  ...................................................................................................................................................................................................................................................................................................................
#
     0.12%  test     [kernel.kallsyms]             [k] __count_memcg_events
     0.12%  test     [kernel.kallsyms]             [k] exit_to_user_mode_prepare
     0.12%  test     [kernel.kallsyms]             [k] _raw_spin_lock
     0.12%  test     [kernel.kallsyms]             [k] get_mem_cgroup_from_mm
     0.12%  test     [kernel.kallsyms]             [k] free_unref_page_prepare
     0.12%  test     libm.so.6                     [.] __atanf
     0.11%  test     [kernel.kallsyms]             [k] cgroup_rstat_updated
     0.11%  test     test                          [.] _mm512_arctan2(float __vector(16), float __vector(16))
     0.11%  test     [kernel.kallsyms]             [k] page_remove_rmap
     0.11%  test     libc.so.6                     [.] __memmove_evex_unaligned_erms
     0.11%  test     [kernel.kallsyms]             [k] __mod_memcg_lruvec_state
     0.11%  test     [kernel.kallsyms]             [k] blk_cgroup_congested
     0.11%  test     [kernel.kallsyms]             [k] __mod_zone_page_state
     0.11%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5de
     0.11%  test     libjpeg.so.8.2.2              [.] 0x000000000003d540
     0.11%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5fb
     0.11%  test     libjpeg.so.8.2.2              [.] 0x00000000000271f5
     0.10%  test     [kernel.kallsyms]             [k] vma_alloc_folio
     0.10%  test     [kernel.kallsyms]             [k] down_read_trylock
     0.10%  test     [kernel.kallsyms]             [k] rmqueue_bulk
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000004c719
     0.10%  test     [kernel.kallsyms]             [k] uncharge_folio
     0.10%  test     [kernel.kallsyms]             [k] lock_vma_under_rcu
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000003d550
     0.10%  test     [kernel.kallsyms]             [k] __pte_offset_map
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7db
     0.09%  test     [kernel.kallsyms]             [k] folio_add_new_anon_rmap
     0.09%  test     [kernel.kallsyms]             [k] perf_event_alloc
     0.09%  test     libjpeg.so.8.2.2              [.] 0x00000000000271eb
     0.09%  test     libjpeg.so.8.2.2              [.] 0x00000000000271cd
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000001558b
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6b7
     0.09%  test     [kernel.kallsyms]             [k] mas_walk
     0.09%  test     [kernel.kallsyms]             [k] folio_batch_move_lru
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000003d544
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000003d57d
     0.08%  test     [kernel.kallsyms]             [k] charge_memcg
     0.08%  test     [kernel.kallsyms]             [k] count_memcg_events.constprop.0
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6af
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000002792e
     0.08%  test     [kernel.kallsyms]             [k] rb_insert_color
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d571
     0.08%  test     libopencv_imgproc.so.4.9.0    [.] cv::VResizeLinear<unsigned char, int, short, cv::FixedPtCast<int, unsigned char, 22>, cv::VResizeLinearVec_32s8u>::operator()(int const**, unsigned char*, short const*, int) const
     0.08%  test     [kernel.kallsyms]             [k] __raw_spin_lock_irqsave
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7c2
     0.08%  test     test                          [.] void _mm512_memcpy<float>(float*, float const*, unsigned long)
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7a5
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000004be8f
     0.08%  test     [kernel.kallsyms]             [k] get_page_from_freelist
     0.08%  test     [kernel.kallsyms]             [k] __mod_node_page_state
     0.08%  test     [kernel.kallsyms]             [k] _raw_spin_trylock
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000004bf0f
     0.08%  test     [kernel.kallsyms]             [k] percpu_counter_add_batch
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000004c711
     0.08%  test     [kernel.kallsyms]             [k] inherit_event.constprop.0
     0.08%  test     [kernel.kallsyms]             [k] mem_cgroup_css_rstat_flush
     0.07%  test     [kernel.kallsyms]             [k] __next_zones_zonelist
     0.07%  test     [kernel.kallsyms]             [k] up_read
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7b3
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000004beb7
     0.07%  test     libjpeg.so.8.2.2              [.] 0x00000000000271c8
     0.07%  test     [kernel.kallsyms]             [k] pte_offset_map_nolock
     0.07%  test     [kernel.kallsyms]             [k] free_unref_page_list
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000003d617
     0.07%  test     [kernel.kallsyms]             [k] handle_pte_fault
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000003d78b
     0.07%  test     libjpeg.so.8.2.2              [.] jpeg_fill_bit_buffer@plt
     0.07%  test     libjpeg.so.8.2.2              [.] 0x00000000000271a0
     0.07%  test     libjpeg.so.8.2.2              [.] 0x0000000000037320
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6ad
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000004c70d
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000002724c
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5bf
     0.06%  test     [kernel.kallsyms]             [k] free_unref_page_commit
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000002793e
     0.06%  test     [kernel.kallsyms]             [k] lru_add_fn
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004c737
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004be69
     0.06%  test     [kernel.kallsyms]             [k] mutex_lock
     0.06%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a67
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d62f
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004be44
     0.06%  test     [kernel.kallsyms]             [k] kfree
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004c684
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004becd
     0.06%  test     test                          [.] PThread::PerformDoubleThresholding(unsigned char*, float*, int, int, int, int)::{lambda(void*)#1}::operator()(void*) const
     0.06%  test     [kernel.kallsyms]             [k] folio_add_lru
     0.06%  test     libjpeg.so.8.2.2              [.] 0x00000000000271fa
     0.06%  test     [kernel.kallsyms]             [k] kmem_cache_alloc_node
     0.06%  test     [kernel.kallsyms]             [k] __irqentry_text_end
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7a9
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d79d
     0.05%  test     [kernel.kallsyms]             [k] do_anonymous_page
     0.05%  test     [kernel.kallsyms]             [k] try_charge_memcg
     0.05%  test     [kernel.kallsyms]             [k] __mem_cgroup_charge
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000015561
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d59c
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004bee9
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d53c
     0.05%  test     [kernel.kallsyms]             [k] __pte_offset_map_lock
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027229
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000002795b
     0.05%  test     [kernel.kallsyms]             [k] ext4_fill_raw_inode
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004be87
     0.05%  test     [kernel.kallsyms]             [k] free_swap_cache
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027952
     0.05%  test     [kernel.kallsyms]             [k] memcg_slab_post_alloc_hook
     0.05%  test     [kernel.kallsyms]             [k] __srcu_read_unlock
     0.05%  test     [kernel.kallsyms]             [k] _compound_head
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004be97
     0.05%  test     [kernel.kallsyms]             [k] send_to_group
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000002785c
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000270d1
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b97
     0.04%  test     [kernel.kallsyms]             [k] do_user_addr_fault
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000156ae
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027244
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d59
     0.04%  test     [kernel.kallsyms]             [k] __mod_lruvec_page_state
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004bee0
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7e2
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004be83
     0.04%  test     [kernel.kallsyms]             [k] sync_regs
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004be6f
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004c715
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004be8b
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000002797f
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000271ab
     0.04%  test     [kernel.kallsyms]             [k] x86_reserve_hardware
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d54
     0.04%  test     [kernel.kallsyms]             [k] _raw_read_lock
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6c2
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000006119
     0.04%  test     [kernel.kallsyms]             [k] xas_store
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000155c3
     0.04%  test     libjpeg.so.8.2.2              [.] jpeg_huff_decode
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a3f
     0.04%  test     [kernel.kallsyms]             [k] __cond_resched
     0.04%  test     [kernel.kallsyms]             [k] vm_normal_page
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7f3
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7eb
     0.03%  test     [kernel.kallsyms]             [k] post_alloc_hook
     0.03%  test     [kernel.kallsyms]             [k] _raw_spin_unlock_irqrestore
     0.03%  test     [kernel.kallsyms]             [k] xas_descend
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004bed1
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d62
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d790
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027260
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027922
     0.03%  test     [kernel.kallsyms]             [k] _raw_spin_lock_irq
     0.03%  test     [kernel.kallsyms]             [k] crypto_shash_update
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027860
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8ba
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027237
     0.03%  test     [kernel.kallsyms]             [k] fsnotify
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d4c
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6a5
     0.03%  test     [kernel.kallsyms]             [k] policy_node
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004beb3
     0.03%  test     test                          [.] void _mm512_memcpy<unsigned char>(unsigned char*, unsigned char const*, unsigned long)
     0.03%  test     [kernel.kallsyms]             [k] __srcu_read_lock
     0.03%  test     test                          [.] void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&)
     0.03%  test     libtbb.so.12.12               [.] tbb::detail::d1::task* tbb::detail::r1::task_dispatcher::local_wait_for_all<false, tbb::detail::r1::outermost_worker_waiter>(tbb::detail::d1::task*, tbb::detail::r1::outermost_worker_waiter&)
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027962
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000006141
     0.03%  test     libm.so.6                     [.] __atan2f_finite@GLIBC_2.15
     0.03%  test     [kernel.kallsyms]             [k] kmem_cache_alloc
     0.03%  test     [kernel.kallsyms]             [k] crc32c_pcl_intel_update
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a4c
     0.03%  test     [kernel.kallsyms]             [k] ext4_bio_write_folio
     0.03%  test     [kernel.kallsyms]             [k] find_get_pmu_context
     0.03%  test     [kernel.kallsyms]             [k] __folio_alloc
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027bf4
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b90
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027212
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004be75
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c47e
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8b0
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d6e
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e4c
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027853
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d609
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6fb
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004be93
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a5e
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000015617
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000007dad
     0.02%  test     [kernel.kallsyms]             [k] ext4_block_write_begin
     0.02%  test     [kernel.kallsyms]             [k] intel_put_event_constraints
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8b6
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004be7b
     0.02%  test     [kernel.kallsyms]             [k] perf_iterate_ctx
     0.02%  test     [kernel.kallsyms]             [k] __filemap_add_folio
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c699
     0.02%  test     [kernel.kallsyms]             [k] should_failslab
     0.02%  test     [kernel.kallsyms]             [k] down_write
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d603
     0.02%  test     [kernel.kallsyms]             [k] intel_get_event_constraints
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000155b0
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7ac
     0.02%  test     [kernel.kallsyms]             [k] xas_load
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c7f8
     0.02%  test     [kernel.kallsyms]             [k] vfs_write
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004beff
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027850
     0.02%  test     [kernel.kallsyms]             [k] _find_first_bit
     0.02%  test     test                          [.] std::vector<int, std::allocator<int> >::size() const
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6cf
     0.02%  test     [kernel.kallsyms]             [k] mod_objcg_state
     0.02%  test     test                          [.] std::vector<int, std::allocator<int> >::operator[](unsigned long)
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027410
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028bd6
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028bb1
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027157
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028ba0
     0.02%  test     [kernel.kallsyms]             [k] _raw_spin_unlock
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027265
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d637
     0.02%  test     [kernel.kallsyms]             [k] find_lock_entries
     0.02%  test     test                          [.] decltype (::new ((void*)(0)) int((declval<int const&>)())) std::construct_at<int, int const&>(int*, int const&)
     0.02%  test     [kernel.kallsyms]             [k] intel_cpuc_prepare
     0.02%  test     [kernel.kallsyms]             [k] __fget_light
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004bef7
     0.02%  test     [kernel.kallsyms]             [k] asm_exc_page_fault
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c303
     0.02%  test     [kernel.kallsyms]             [k] kmalloc_trace
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027960
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d475
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027955
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2ff
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e21
     0.02%  test     [kernel.kallsyms]             [k] mem_cgroup_from_task
     0.02%  test     [kernel.kallsyms]             [k] __ext4_handle_dirty_metadata
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000372f0
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271f8
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6ec
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d455
     0.02%  test     libm.so.6                     [.] __atan2f
     0.02%  test     [kernel.kallsyms]             [k] kmem_cache_free
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000276de
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002713a
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8b3
     0.02%  test     [kernel.kallsyms]             [k] allocate_fake_cpuc
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d64b
     0.02%  test     [kernel.kallsyms]             [k] __mod_lruvec_state
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002708e
     0.02%  test     [kernel.kallsyms]             [k] xas_set_mark
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c704
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271a3
     0.02%  test     [kernel.kallsyms]             [k] list_add_event
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002726d
     0.02%  test     test                          [.] std::atan2(float, float)
     0.02%  test     [kernel.kallsyms]             [k] __fsnotify_parent
     0.02%  test     [kernel.kallsyms]             [k] delete_from_page_cache_batch
     0.02%  test     [kernel.kallsyms]             [k] balance_dirty_pages_ratelimited_flags
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c26a
     0.02%  test     [kernel.kallsyms]             [k] obj_cgroup_charge
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c449
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6ba
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000059e7
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b82
     0.02%  test     [kernel.kallsyms]             [k] __rmqueue_pcplist
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000015564
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271c0
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c327
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000059e2
     0.02%  test     test                          [.] operator new(unsigned long, void*)
     0.02%  test     libopencv_imgproc.so.4.9.0    [.] cv::hal::resize(int, unsigned char const*, unsigned long, int, int, unsigned char*, unsigned long, int, int, double, double, int)
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027910
     0.02%  test     [kernel.kallsyms]             [k] __get_obj_cgroup_from_memcg
     0.02%  test     [kernel.kallsyms]             [k] strlen
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d533
     0.02%  test     [kernel.kallsyms]             [k] _raw_spin_unlock_irq
     0.02%  test     [kernel.kallsyms]             [k] free_pcppages_bulk
     0.02%  test     [kernel.kallsyms]             [k] __slab_free
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a46
     0.02%  test     [kernel.kallsyms]             [k] access_error
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004bebf
     0.02%  test     [kernel.kallsyms]             [k] folio_unlock
     0.02%  test     [kernel.kallsyms]             [k] memcg_check_events
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271ee
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000015621
     0.02%  test     [kernel.kallsyms]             [k] filemap_get_folios_tag
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d633
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027948
     0.02%  test     [kernel.kallsyms]             [k] icl_get_event_constraints
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271e3
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6b2
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027234
     0.01%  test     [kernel.kallsyms]             [k] consume_stock
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e3f
     0.01%  test     [kernel.kallsyms]             [k] ext4_inode_csum
     0.01%  test     [kernel.kallsyms]             [k] refill_obj_stock
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c4ce
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000003d64f
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e50
     0.01%  test     test                          [.] int const& std::forward<int const&>(std::remove_reference<int const&>::type&)
     0.01%  test     [kernel.kallsyms]             [k] update_curr
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027958
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027bf0
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2af
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e29
     0.01%  test     [kernel.kallsyms]             [k] ext4_es_can_be_merged.isra.0
     0.01%  test     [kernel.kallsyms]             [k] x86_pmu_event_init
     0.01%  test     libz.so.1.2.11                [.] inflate
     0.01%  test     libjpeg.so.8.2.2              [.] 0x00000000000156be
     0.01%  test     libjpeg.so.8.2.2              [.] 0x00000000000156d3
     0.01%  test     [kernel.kallsyms]             [k] jbd2_write_access_granted
     0.01%  test     [kernel.kallsyms]             [k] cache_from_obj
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6cf
     0.01%  test     [kernel.kallsyms]             [k] __tlb_remove_page_size
     0.01%  test     [kernel.kallsyms]             [k] generic_perform_write
